1,2018-01-01,55000.0,53687.47,467.1232876712325,0.0032876712325,0.0032876712325,0.0,467.12,1312.53,1312.53,467.12,1779.65,0.0,0.0
2,2018-02-01,53687.47,52363.79,455.97578679323170715095922944016678642898069031307415131,-0.00421320676829284904077055983321357101930968692584869,-0.00092553553579284904077055983321357101930968692584869,0.0,455.98,1323.68,2636.21,923.1,1779.66,0.0,0.0
3,2018-03-01,52363.79,51010.94,401.39814476898218863301102377645376907432053470489334468,-0.00185523101781136698897622354623092567946529510665532,-0.00278076655360421602974678337944449669877498203250401,0.0,401.4,1352.85,3989.06,1324.5,1754.25,0.0,0.0
4,2018-04-01,51010.94,49664.68,433.39594871361259143928837162930706262496654045385753218,-0.00405128638740856071162837069293737503345954614246782,-0.00683205294101277674137515407238187173223452817497183,0.0,433.4,1346.26,5335.32,1757.9,1779.66,0.0,0.0
5,2018-05-01,49664.68,48301.67,408.1493406145367268504299263636916857561599062161614535,-0.0006593854632731495700736363083142438400937838385465,-0.00749143840428592631144879038069611557232831201351833,0.0,408.15,1363.01,6698.33,2166.05,1771.16,0.0,0.0
6,2018-06-01,48301.67,46932.45,410.43093393428996230082085371485184389727291468274378974,0.00093393428996230082085371485184389727291468274378974,-0.00655750411432362549059507552885221829941362926972859,0.0,410.43,1369.22,8067.55,2576.48,1779.65,0.0,0.0
7,2018-07-01,46932.45,45546.94,385.6516060346768290213454179919857774777475050510349875,0.0016060346768290213454179919857774777475050510349875,-0.00495146943749460414517708354307474055190857823474109,0.0,385.65,1385.51,9453.06,2962.13,1771.16,0.0,0.0
8,2018-08-01,45546.94,44154.36,387.07417194357538122619963151105385207802280942008264378,0.00417194357538122619963151105385207802280942008264378,-0.00077952586211337794554557248922266252909915815209731,0.0,387.07,1392.58,10845.64,3349.2,1779.65,0.0,0.0
9,2018-09-01,44154.36,42749.96,375.2468018635040173339758865357309816310698807478664774,-0.0031981364959826660241134642690183689301192521335226,-0.00397766235809604396965903675824103145921841028561991,0.0,375.25,1404.4,12250.04,3724.45,1779.65,0.0,0.0
10,2018-10-01,42749.96,41330.01,351.20681964972942419571341781941049801392383411614587725,-0.00318035027057580428658218058950198607616588385412275,-0.00715801262867184825624121734774301753538429413974266,0.0,351.21,1419.95,13669.99,4075.66,1771.16,0.0,0.0
11,2018-11-01,41330.01,39901.65,351.2898536435877957210357215087742532758259586934446783,-0.0001463564122042789642784912257467241740413065553217,-0.00730436904087612722051970857348974170942560069506436,0.0,351.29,1428.36,15098.35,4426.95,1779.65,0.0,0.0
12,2018-12-01,39901.65,38458.26,327.769196883706009087407683202351644871205454944876766,-0.000803116293990912592316797648355128794545055123234,-0.00810748533486703981283650622184487050397065581829836,0.0,327.77,1443.39,16541.74,4754.72,1771.16,0.0,0.0
