1,2/1/2018,55000.00,55000.00,458.333315000000000000,0.003315000000043260,0.003315000000043260,0.00,458.33,0.00,0.00,458.33,458.33
2,3/1/2018,55000.00,55000.00,458.333315000000000000,0.003315000000043260,0.006630000000086510,0.00,458.33,0.00,0.00,916.66,458.33
3,4/1/2018,55000.00,55000.00,458.333315000000000000,0.003315000000043260,0.009945000000129770,0.00,458.33,0.00,0.00,1374.99,458.33
4,5/1/2018,55000.00,55000.00,458.333315000000000000,0.003315000000043260,0.013260000000173000,0.01,458.34,0.00,0.00,1833.33,458.34
5,6/1/2018,55000.00,53281.25,458.333315000000000000,0.003315000000043260,0.006575000000216280,0.00,458.33,1718.75,1718.75,2291.66,2177.08
6,7/1/2018,53281.25,51562.50,444.010398906250000000,0.000398906249984066,0.006973906250200340,0.00,444.01,1718.75,3437.50,2735.67,2162.76
7,8/1/2018,51562.50,49843.75,429.687482812500000000,-0.002517187500018280,0.004456718750182060,0.00,429.69,1718.75,5156.25,3165.36,2148.44
8,9/1/2018,49843.75,48125.00,415.364566718750000000,0.004566718749970280,0.009023437500152340,0.00,415.36,1718.75,6875.00,3580.72,2134.11
9,10/1/2018,48125.00,46406.25,401.041650625000000000,0.001650624999967930,0.010674062500120300,0.01,401.05,1718.75,8593.75,3981.77,2119.80
10,11/1/2018,46406.25,44687.50,386.718734531250000000,-0.001265468750034420,-0.000591406249914144,0.00,386.72,1718.75,10312.50,4368.49,2105.47
11,12/1/2018,44687.50,42968.75,372.395818437500000000,-0.004181562499979920,-0.004772968749894060,0.00,372.40,1718.75,12031.25,4740.89,2091.15
12,1/1/2019,42968.75,41250.00,358.072902343750000000,0.002902343750008640,-0.001870624999885420,0.00,358.07,1718.75,13750.00,5098.96,2076.82
13,2/1/2019,41250.00,39531.25,343.749986250000000000,-0.000013749999993706,-0.001884374999879130,0.00,343.75,1718.75,15468.75,5442.71,2062.50
14,3/1/2019,39531.25,37812.50,329.427070156250000000,-0.002929843749996050,-0.004814218749875180,0.00,329.43,1718.75,17187.50,5772.14,2048.18
15,4/1/2019,37812.50,36093.75,315.104154062500000000,0.004154062499992510,-0.000660156249882676,0.00,315.10,1718.75,18906.25,6087.24,2033.85
16,5/1/2019,36093.75,34375.00,300.781237968750000000,0.001237968750047000,0.000577812500164327,0.00,300.78,1718.75,20625.00,6388.02,2019.53
17,6/1/2019,34375.00,32656.25,286.458321875000000000,-0.001678124999955340,-0.001100312499791020,0.00,286.46,1718.75,22343.75,6674.48,2005.21
18,7/1/2019,32656.25,30937.50,272.135405781250000000,-0.004594218749957690,-0.005694531249748710,0.00,272.14,1718.75,24062.50,6946.62,1990.89
19,8/1/2019,30937.50,29218.75,257.812489687500000000,0.002489687499974020,-0.003204843749774680,0.00,257.81,1718.75,25781.25,7204.43,1976.56
20,9/1/2019,29218.75,27500.00,243.489573593750000000,-0.000426406249999900,-0.003631249999774580,0.00,243.49,1718.75,27500.00,7447.92,1962.24
21,10/1/2019,27500.00,25781.25,229.166657500000000000,-0.003342499999973820,-0.006973749999748410,0.00,229.17,1718.75,29218.75,7677.09,1947.92
22,11/1/2019,25781.25,24062.50,214.843741406250000000,0.003741406249986310,-0.003232343749762090,0.00,214.84,1718.75,30937.50,7891.93,1933.59
23,12/1/2019,24062.50,22343.75,200.520825312500000000,0.000825312499983966,-0.002407031249778130,0.00,200.52,1718.75,32656.25,8092.45,1919.27
24,1/1/2020,22343.75,20625.00,186.197909218750000000,-0.002090781249989960,-0.004497812499768090,0.00,186.20,1718.75,34375.00,8278.65,1904.95
25,2/1/2020,20625.00,18906.25,171.874993125000000000,0.004993124999998600,0.000495312500230511,0.00,171.87,1718.75,36093.75,8450.52,1890.62
26,3/1/2020,18906.25,17187.50,157.552077031250000000,0.002077031249996250,0.002572343750226760,0.00,157.55,1718.75,37812.50,8608.07,1876.30
27,4/1/2020,17187.50,15468.75,143.229160937500000000,-0.000839062499977672,0.001733281250249090,0.00,143.23,1718.75,39531.25,8751.30,1861.98
28,5/1/2020,15468.75,13750.00,128.906244843750000000,-0.003755156250008440,-0.002021874999759350,0.00,128.91,1718.75,41250.00,8880.21,1847.66
29,6/1/2020,13750.00,12031.25,114.583328750000000000,0.003328750000008540,0.001306875000249190,0.00,114.58,1718.75,42968.75,8994.79,1833.33
30,7/1/2020,12031.25,10312.50,100.260412656250000000,0.000412656249991983,0.001719531250241170,0.00,100.26,1718.75,44687.50,9095.05,1819.01
31,8/1/2020,10312.50,8593.75,85.937496562500000000,-0.002503437499996150,-0.000783906249754978,0.00,85.94,1718.75,46406.25,9180.99,1804.69
32,9/1/2020,8593.75,6875.00,71.614580468750000000,0.004580468750006620,0.003796562500251640,0.00,71.61,1718.75,48125.00,9252.60,1790.36
33,10/1/2020,6875.00,5156.25,57.291664375000000000,0.001664375000004270,0.005460937500255910,0.00,57.29,1718.75,49843.75,9309.89,1776.04
34,11/1/2020,5156.25,3437.50,42.968748281250000000,-0.001251718749998080,0.004209218750257830,0.00,42.97,1718.75,51562.50,9352.86,1761.72
35,12/1/2020,3437.50,1718.75,28.645832187500000000,-0.004167812499996870,0.000041406250260962,0.00,28.65,1718.75,53281.25,9381.51,1747.40
36,1/1/2021,1718.75,0.00,14.322916093750000000,0.002916093750000570,0.002957500000261530,0.00,14.32,1718.75,55000.00,9395.83,1733.07
