1,4/1/2018,55000.00,55000.00,1375.000000000000000000,0.000000000000000000,0.000000000000000000,0.00,1375.00,0.00,0.00,1375.00,1375.00,0
2,7/1/2018,55000.00,55000.00,1375.000000000000000000,0.000000000000000000,0.000000000000000000,0.00,1375.00,0.00,0.00,2750.00,1375.00,0
3,10/1/2018,55000.00,55000.00,1375.000000000000000000,0.000000000000000000,0.000000000000000000,0.00,1375.00,0.00,0.00,4125.00,1375.00,0
4,1/1/2019,55000.00,55000.00,1375.000000000000000000,0.000000000000000000,0.000000000000000000,0.00,1375.00,0.00,0.00,5500.00,1375.00,0
5,4/1/2019,55000.00,48125.00,1375.000000000000000000,0.000000000000000000,0.000000000000000000,0.00,1375.00,6875.00,6875.00,6875.00,8250.00,0
6,7/1/2019,48125.00,41250.00,1203.125000000000000000,-0.005000000000109140,-0.005000000000109140,0.00,1203.13,6875.00,13750.00,8078.13,8078.13,0
7,10/1/2019,41250.00,34375.00,1031.250000000000000000,0.000000000000000000,-0.005000000000109140,0.00,1031.25,6875.00,20625.00,9109.38,7906.25,0
8,1/1/2020,34375.00,27500.00,859.375000000000000000,-0.004999999999995450,-0.010000000000104600,-0.01,859.37,6875.00,27500.00,9968.75,7734.37,0
9,4/1/2020,27500.00,20625.00,687.500000000000000000,0.000000000000000000,-0.000000000000104592,0.00,687.50,6875.00,34375.00,10656.25,7562.50,0
10,7/1/2020,20625.00,13750.00,515.625000000000000000,-0.004999999999995450,-0.005000000000100040,0.00,515.63,6875.00,41250.00,11171.88,7390.63,0
11,10/1/2020,13750.00,6875.00,343.750000000000000000,0.000000000000000000,-0.005000000000100040,0.00,343.75,6875.00,48125.00,11515.63,7218.75,0
12,1/1/2021,6875.00,0.00,171.875000000000000000,-0.004999999999995450,-0.010000000000095500,-0.01,171.87,6875.00,55000.00,11687.50,7046.87,0
