1,2/1/2018,55000.00,55000.00,458.333315000000000000,0.003315000000043260,0.003315000000043260,0.00,458.33,0.00,0.00,458.33,458.33
2,3/1/2018,55000.00,55000.00,458.333315000000000000,0.003315000000043260,0.006630000000086510,0.00,458.33,0.00,0.00,916.66,458.33
3,4/1/2018,55000.00,55000.00,458.333315000000000000,0.003315000000043260,0.009945000000129770,0.00,458.33,0.00,0.00,1374.99,458.33
4,5/1/2018,55000.00,55000.00,458.333315000000000000,0.003315000000043260,0.013260000000173000,0.01,458.34,0.00,0.00,1833.33,458.34
5,6/1/2018,55000.00,53493.13,458.333315000000000000,0.003315000000043260,0.006575000000216280,0.00,458.33,1506.87,1506.87,2291.66,1965.20
6,7/1/2018,53493.13,51973.71,445.776099053921000000,-0.003900946078829290,0.002674053921386980,0.00,445.78,1519.42,3026.29,2737.44,1965.20
7,8/1/2018,51973.71,50441.62,433.114239645811000000,0.004239645810628190,0.006913699732015180,0.00,433.11,1532.09,4558.38,3170.55,1965.20
8,9/1/2018,50441.62,48896.77,420.346864746854000000,-0.003135253146581360,0.003778446585433810,0.00,420.35,1544.85,6103.23,3590.90,1965.20
9,10/1/2018,48896.77,47339.04,407.473095061327000000,0.003095061326860100,0.006873507912293920,0.00,407.47,1557.73,7660.96,3998.37,1965.20
10,11/1/2018,47339.04,45768.33,394.492043966046000000,0.002043966045732760,0.008917473958026680,0.00,394.49,1570.71,9231.67,4392.86,1965.20
11,12/1/2018,45768.33,44184.53,381.402817449298000000,0.002817449297708660,0.011734923255735300,0.01,381.41,1583.80,10815.47,4774.27,1965.21
12,1/1/2019,44184.53,42587.54,368.204514049273000000,0.004514049273325330,0.006248972529060670,0.00,368.20,1596.99,12412.46,5142.47,1965.19
13,2/1/2019,42587.54,40977.24,354.896224791981000000,-0.003775208018737430,0.002473764510323230,0.00,354.90,1610.30,14022.76,5497.37,1965.20
14,3/1/2019,40977.24,39353.52,341.477033128648000000,-0.002966871352100500,-0.000493106841777263,0.00,341.48,1623.72,15646.48,5838.85,1965.20
15,4/1/2019,39353.52,37716.27,327.946014872593000000,-0.003985127406622270,-0.004478234248399530,0.00,327.95,1637.25,17283.73,6166.80,1965.20
16,5/1/2019,37716.27,36065.37,314.302238135582000000,0.002238135581819730,-0.002240098666579800,0.00,314.30,1650.90,18934.63,6481.10,1965.20
17,6/1/2019,36065.37,34400.72,300.544763263643000000,0.004763263643042140,0.002523164976462340,0.00,300.54,1664.65,20599.28,6781.64,1965.19
18,7/1/2019,34400.72,32722.19,286.672642772357000000,0.002642772357319250,0.005165937333781580,0.00,286.67,1678.53,22277.81,7068.31,1965.20
19,8/1/2019,32722.19,31029.68,272.684921281602000000,0.004921281601639290,0.010087218935420900,0.01,272.69,1692.51,23970.32,7341.00,1965.20
20,9/1/2019,31029.68,29323.06,258.580635449752000000,0.000635449752167006,0.000722668687587885,0.00,258.58,1706.62,25676.94,7599.58,1965.20
21,10/1/2019,29323.06,27602.22,244.358813907339000000,-0.001186092661043860,-0.000463423973455973,0.00,244.36,1720.84,27397.78,7843.94,1965.20
22,11/1/2019,27602.22,25867.04,230.018477190146000000,-0.001522809853923950,-0.001986233827379920,0.00,230.02,1735.18,29132.96,8073.96,1965.20
23,12/1/2019,25867.04,24117.40,215.558637671757000000,-0.001362328243402540,-0.003348562070782460,0.00,215.56,1749.64,30882.60,8289.52,1965.20
24,1/1/2020,24117.40,22353.18,200.978299495534000000,-0.001700504465986800,-0.005049066536769260,0.00,200.98,1764.22,32646.82,8490.50,1965.20
25,2/1/2020,22353.18,20574.26,186.276458506036000000,-0.003541493963865600,-0.008590560500634860,0.00,186.28,1778.92,34425.74,8676.78,1965.20
26,3/1/2020,20574.26,18780.51,171.452102179860000000,0.002102179859974740,-0.006488380640660120,0.00,171.45,1793.75,36219.49,8848.23,1965.20
27,4/1/2020,18780.51,16971.81,156.504209555907000000,0.004209555907067400,-0.002278824733592730,0.00,156.50,1808.70,38028.19,9004.73,1965.20
28,5/1/2020,16971.81,15148.04,141.431751165070000000,0.001751165070288610,-0.000527659663304120,0.00,141.43,1823.77,39851.96,9146.16,1965.20
29,6/1/2020,15148.04,13309.07,126.233688959335000000,0.003688959334553490,0.003161299671249370,0.00,126.23,1838.97,41690.93,9272.39,1965.20
30,7/1/2020,13309.07,11454.78,110.908976240283000000,-0.001023759716829890,0.002137539954419480,0.00,110.91,1854.29,43545.22,9383.30,1965.20
31,8/1/2020,11454.78,9585.04,95.456557587014700000,-0.003442412985279470,-0.001304873030859990,0.00,95.46,1869.74,45414.96,9478.76,1965.20
32,9/1/2020,9585.04,7699.72,79.875368783453300000,-0.004631216546741260,-0.005936089577601250,0.00,79.88,1885.32,47300.28,9558.64,1965.20
33,10/1/2020,7699.72,5798.69,64.164336745055900000,0.004336745055923080,-0.001599344521678180,0.00,64.16,1901.03,49201.31,9622.80,1965.19
34,11/1/2020,5798.69,3881.81,48.322379444908700000,0.002379444908733320,0.000780100387055144,0.00,48.32,1916.88,51118.19,9671.12,1965.20
35,12/1/2020,3881.81,1948.96,32.348405839207900000,-0.001594160792102170,-0.000814060405047029,0.00,32.35,1932.85,53051.04,9703.47,1965.20
36,1/1/2021,1948.96,0.00,16.241315792117200000,0.001315792117182470,0.000501731712135439,0.00,16.24,1948.96,55000.00,9719.71,1965.20
