1,2018-01-01,55000.0,53472.22,467.1232876712325,0.0032876712325,0.0032876712325,0.0,467.12,1527.78,1527.78,467.12,1994.9,0.0,0.0
2,2018-02-01,53472.22,51944.44,454.14762191780785293,-0.00237808219214707,0.00090958904035293,0.0,454.15,1527.78,3055.56,921.27,1981.93,0.0,0.0
3,2018-03-01,51944.44,50416.66,398.477895890409464612,-0.002104109590535388,-0.001194520550182458,0.0,398.48,1527.78,4583.34,1319.75,1926.26,0.0,0.0
4,2018-04-01,50416.66,48888.88,428.19629041095855879,-0.00370958904144121,-0.004904109591623668,0.0,428.2,1527.78,6111.12,1747.95,1955.98,0.0,0.0
5,2018-05-01,48888.88,47361.1,401.826410958905047184,-0.003589041094952816,-0.008493150686576484,0.0,401.83,1527.78,7638.9,2149.78,1929.61,0.0,0.0
6,2018-06-01,47361.1,45833.32,402.24495890410926465,0.00495890410926465,-0.003534246577311834,0.0,402.24,1527.78,9166.68,2552.02,1930.02,0.0,0.0
7,2018-07-01,45833.32,44305.54,376.712219178083070776,0.002219178083070776,-0.001315068494241058,0.0,376.71,1527.78,10694.46,2928.73,1904.49,0.0,0.0
8,2018-08-01,44305.54,42777.76,376.29362739725997051,0.00362739725997051,0.002312328765729452,0.0,376.29,1527.78,12222.24,3305.02,1904.07,0.0,0.0
9,2018-09-01,42777.76,41249.98,363.31796164383532344,-0.00203835616467656,0.000273972601052892,0.0,363.32,1527.78,13750.02,3668.34,1891.1,0.0,0.0
10,2018-10-01,41249.98,39722.2,339.040931506850106164,0.000931506850106164,0.001205479451159056,0.0,339.04,1527.78,15277.8,4007.38,1866.82,0.0,0.0
11,2018-11-01,39722.2,38194.42,337.3666301369860293,-0.0033698630139707,-0.002164383562811644,0.0,337.37,1527.78,16805.58,4344.75,1865.15,0.0,0.0
12,2018-12-01,38194.42,36666.64,313.926739726028129756,-0.003260273971870244,-0.005424657534681888,0.0,313.93,1527.78,18333.36,4658.68,1841.71,0.0,0.0
13,2019-01-01,36666.64,35138.86,311.41529863013673516,-0.00470136986326484,-0.000126027397946728,-0.01,311.41,1527.78,19861.14,4970.09,1839.19,0.0,0.0
14,2019-02-01,35138.86,33611.08,298.43963287671208809,-0.00036712328791191,-0.000493150685858638,0.0,298.44,1527.78,21388.92,5268.53,1826.22,0.0,0.0
15,2019-03-01,33611.08,32083.3,257.838421917807252284,-0.001578082192747716,-0.002071232878606354,0.0,257.84,1527.78,22916.7,5526.37,1785.62,0.0,0.0
16,2019-04-01,32083.3,30555.52,272.48830136986279395,-0.00169863013720605,-0.003769863015812404,0.0,272.49,1527.78,24444.48,5798.86,1800.27,0.0,0.0
17,2019-05-01,30555.52,29027.74,251.141260273973188736,0.001260273973188736,-0.002509589042623668,0.0,251.14,1527.78,25972.26,6050.0,1778.92,0.0,0.0
18,2019-06-01,29027.74,27499.96,246.53696986301349981,-0.00303013698650019,-0.005539726029123858,0.0,246.54,1527.78,27500.04,6296.54,1774.32,0.0,0.0
19,2019-07-01,27499.96,25972.18,226.027068493151212328,-0.002931506848787672,-0.00847123287791153,0.0,226.03,1527.78,29027.82,6522.57,1753.81,0.0,0.0
20,2019-08-01,25972.18,24444.4,220.58563835616420567,-0.00436164383579433,-0.00283287671370586,-0.01,220.58,1527.78,30555.6,6743.15,1748.36,0.0,0.0
21,2019-09-01,24444.4,22916.62,207.6099726027395586,-0.0000273972604414,-0.00286027397414726,0.0,207.61,1527.78,32083.38,6950.76,1735.39,0.0,0.0
22,2019-10-01,22916.62,21388.84,188.355780821918247716,-0.004219178081752284,-0.007079452055899544,0.0,188.36,1527.78,33611.16,7139.12,1716.14,0.0,0.0
23,2019-11-01,21388.84,19861.06,181.65864109589026446,-0.00135890410973554,-0.008438356165635084,0.0,181.66,1527.78,35138.94,7320.78,1709.44,0.0,0.0
24,2019-12-01,19861.06,18333.28,163.241589041096271308,0.001589041096271308,-0.006849315069363776,0.0,163.24,1527.78,36666.72,7484.02,1691.02,0.0,0.0
25,2020-01-01,18333.28,16805.5,155.281879781421556464,0.001879781421556464,-0.004969533647807312,0.0,155.28,1527.78,38194.5,7639.3,1683.06,0.0,0.0
26,2020-02-01,16805.5,15277.72,142.34166666666739215,0.00166666666739215,-0.003302866980415162,0.0,142.34,1527.78,39722.28,7781.64,1670.12,0.0,0.0
27,2020-03-01,15277.72,13749.94,121.052972677596196112,0.002972677596196112,-0.00033018938421905,0.0,121.05,1527.78,41250.06,7902.69,1648.83,0.0,0.0
